	Unnamed: 0	gene_id	Name	gene_id_known	known	n_ss	transcript_novelty	gene_novelty	n_genes	n_genes_no_rt	Name_supp	n_supp_ss	gene_id_known_rt	Name_supp_rt	n_supp_ss_rt	gid	n_supp_total_ss	n_supp_total_ss_rt	perc_supp_ss	perc_supp_ss_rt	perc_supp_annot_ss	perc_supp_annot_ss_rt	fix_needed	perc_supp_diff	perc_supp_annot_diff	Start	End	Chromosome	Strand	gene_id_known_End_dist	gene_id_known_Start_dist	gene_id_known_rt_End_dist	gene_id_known_rt_Start_dist	gene_id_known_End_dist_abs	gene_id_known_Start_dist_abs	gene_id_known_rt_End_dist_abs	gene_id_known_rt_Start_dist_abs
19	120	ENSG00000105501.12	TALONT001003889	ENSG00000268500	True	16	ISM	Known	2	1	ENST00000429354.3	15	ENSG00000105501	ENST00000534261.3	16	ENSG00000105501	16	18	93.75	100.0	93.75	88.88888888888889	no	-6.25	4.861111111111114	51611926	51630666	chr19	-	-16136	-164	-14881	0	16136	164	14881	0
20	151	ENSG00000284874.1	TALONT000347527	ENSG00000184702	True	16	NIC	Known	2	1	ENST00000383045.7	16	ENSG00000284874	ENST00000455843.5	16	ENSG00000284874	20	22	100.0	100.0	80.0	72.72727272727273	no	0.0	7.272727272727266	19718468	19724772	chr22	+	-550	-11	-2	0	550	11	2	0
21	152	ENSG00000284874.1	TALONT000347957	ENSG00000184702	True	14	ISM	Known	2	1	ENST00000455784.6	14	ENSG00000284874	ENST00000431044.5	14	ENSG00000284874	22	22	100.0	100.0	63.63636363636363	63.63636363636363	no	0.0	0.0	19720114	19724772	chr22	+	-550	73	-2	-1646	550	73	2	1646
22	130	ENSG00000284879.1	TALONT002262246	ENSG00000234231	True	24	ISM	Known	2	1	ENST00000427434.2	22	ENSG00000284879	ENST00000643276.1	24	ENSG00000284879	28	34	91.66666666666666	100.0	78.57142857142857	70.58823529411765	no	-8.333333333	7.983193277310917	87707761	87739214	chr2	+	-1111	-6778	-2	-252274	1111	6778	2	252274
23	196	ENSG00000285162.1	TALONT001652026	ENSG00000106069	True	28	NIC	Known	2	1	ENST00000222792.10	23	ENSG00000285162	ENST00000644824.1	26	ENSG00000285162	24	32	82.14285714285714	92.85714285714286	95.83333333333334	81.25	no	-10.71428571	14.583333333333345	29146588	29514328	chr7	+	-1	0	341	-18568	1	0	341	18568
24	197	ENSG00000285162.1	TALONT001652032	ENSG00000106069	True	30	NIC	Known	2	1	ENST00000222792.10	23	ENSG00000285162	ENST00000644824.1	26	ENSG00000285162	24	32	76.66666666666667	86.66666666666667	95.83333333333334	81.25	no	-10.0	14.583333333333345	29146588	29514328	chr7	+	-1	0	341	-18568	1	0	341	18568
25	47	ENSG00000168970.22	TALONT000303567	ENSG00000243708	True	38	ISM	Known	2	1	ENST00000458483.3	36	ENSG00000168970	ENST00000382448.8	36	ENSG00000168970	38	48	94.73684210526316	94.73684210526316	94.73684210526316	75.0	yes	0.0	19.73684210526315	41837334	41848143	chr15	+	-5	440	-2	-550	5	440	2	550
26	22	ENSG00000234857.2	TALONT000965659	ENSG00000214753	True	14	ISM	Known	2	1	ENST00000301785.6	14	ENSG00000234857	ENST00000403734.2	14	ENSG00000234857	26	46	100.0	100.0	53.84615384615385	30.434782608695656	yes	0.0	23.41137123745819	62721837	62727384	chr11	-	-90	-1026	2	31563	90	1026	2	31563
27	141	ENSG00000254413.8	TALONT000643252	ENSG00000100288	True	16	ISM	Known	2	1	ENST00000406938.2	16	ENSG00000254413	ENST00000492556.5	14	ENSG00000254413	20	52	100.0	87.5	80.0	26.923076923076923	yes	12.5	53.07692307692308	50578958	50582965	chr22	-	-36	0	2	1140	36	0	2	1140
28	142	ENSG00000254413.8	TALONT000643268	ENSG00000100288	True	16	ISM	Known	2	1	ENST00000406938.2	15	ENSG00000254413	ENST00000492556.5	13	ENSG00000254413	20	52	93.75	81.25	75.0	25.0	yes	12.5	50.0	50578962	50582965	chr22	-	-36	0	2	1144	36	0	2	1144
29	143	ENSG00000254413.8	TALONT000643313	ENSG00000100288	True	18	ISM	Known	2	1	ENST00000406938.2	18	ENSG00000254413	ENST00000492556.5	14	ENSG00000254413	20	52	100.0	77.77777777777779	90.0	26.923076923076923	yes	22.22222222222221	63.07692307692308	50578962	50582965	chr22	-	-36	0	2	1144	36	0	2	1144
30	144	ENSG00000254413.8	TALONT000643341	ENSG00000100288	True	16	ISM	Known	2	1	ENST00000406938.2	16	ENSG00000254413	ENST00000492556.5	12	ENSG00000254413	20	52	100.0	75.0	80.0	23.07692307692308	yes	25.0	56.92307692307692	50578962	50582420	chr22	-	2	0	-547	1144	2	0	547	1144
31	145	ENSG00000254413.8	TALONT000643354	ENSG00000100288	True	18	ISM	Known	2	1	ENST00000406938.2	17	ENSG00000254413	ENST00000492556.5	13	ENSG00000254413	20	52	94.44444444444444	72.22222222222221	85.0	25.0	yes	22.22222222222223	60.0	50578962	50582965	chr22	-	-36	0	2	1144	36	0	2	1144
32	148	ENSG00000254413.8	TALONT001372970	ENSG00000205560	True	38	ISM	Known	2	1	ENST00000312108.11	36	ENSG00000254413	ENST00000492556.5	35	ENSG00000254413	38	52	94.73684210526316	92.10526315789474	94.73684210526316	67.30769231	yes	2.6315789473684106	27.429149797570844	50568868	50578659	chr22	-	196	7	-1095	0	196	7	1095	0
33	133	ENSG00000254995.4	TALONT001107144	ENSG00000215440	True	24	ISM	Known	2	1	ENST00000356091.10	22	ENSG00000254995	ENST00000530122.1	23	ENSG00000254995	22	44	91.66666666666666	95.83333333333334	100.0	52.27272727272727	yes	-4.166666667	47.72727272727273	58692921	58715844	chr20	+	-2	247	-436	-19284	2	247	436	19284
34	134	ENSG00000254995.4	TALONT001107245	ENSG00000215440	True	22	ISM	Known	2	1	ENST00000356091.10	20	ENSG00000254995	ENST00000530122.1	22	ENSG00000254995	22	44	90.90909091	100.0	90.90909091	50.0	yes	-9.090909091	40.90909090909091	58693178	58715410	chr20	+	142	0	-2	-19541	142	0	2	19541
35	82	ENSG00000257950.3	TALONT000271619	ENSG00000083454	True	22	ISM	Known	2	1	ENST00000225328.9	21	ENSG00000257950	ENST00000550383.1	22	ENSG00000257950	22	28	95.45454545454544	100.0	95.45454545454544	78.57142857142857	yes	-4.545454545	16.883116883116884	3671650	3696194	chr17	-	-24	-548	2	8588	24	548	2	8588
36	64	ENSG00000258461.5	TALONT001914882	ENSG00000092529	True	20	ISM	Known	2	1	ENST00000397200.8	20	ENSG00000258461	ENST00000466369.5	19	ENSG00000258461	24	54	100.0	95.0	83.33333333333334	35.18518518518518	yes	5.0	48.14814814814816	42402389	42412317	chr15	+	1	0	-2	-54287	1	0	2	54287
37	11	ENSG00000259030.7	TALONT000930061	ENSG00000116783	True	34	NIC	Known	2	1	ENST00000326637.7	33	ENSG00000259030	ENST00000648585.1	32	ENSG00000259030	48	58	97.05882352941175	94.11764705882352	68.75	55.172413793103445	yes	2.941176470588246	13.577586206896555	74235400	74418346	chr1	+	-2	0	-42500	-37137	2	0	42500	37137
38	12	ENSG00000259030.7	TALONT000930071	ENSG00000116783	True	42	NIC	Known	2	1	ENST00000326637.7	41	ENSG00000259030	ENST00000370899.7	41	ENSG00000259030	48	46	97.61904761904762	97.61904761904762	85.41666666666666	89.13043478260869	yes	0.0	-3.713768116	74235400	74464925	chr1	+	-1378	0	-2	-37137	1378	0	2	37137
39	13	ENSG00000259030.7	TALONT000930083	ENSG00000116783	True	36	ISM	Known	2	1	ENST00000326637.7	36	ENSG00000259030	ENST00000648585.1	35	ENSG00000259030	48	58	100.0	97.2222222222222	75.0	60.34482759	yes	2.7777777777777857	14.655172413793103	74235400	74436879	chr1	+	2662	0	28048	-37137	2662	0	28048	37137
40	16	ENSG00000259030.7	TALONT001699259	ENSG00000116783	True	34	NIC	Known	2	1	ENST00000326637.7	33	ENSG00000259030	ENST00000648585.1	32	ENSG00000259030	48	58	97.05882352941175	94.11764705882352	68.75	55.172413793103445	yes	2.941176470588246	13.577586206896555	74235400	74375848	chr1	+	-2	0	-2	-37137	2	0	2	37137
41	17	ENSG00000259030.7	TALONT001699272	ENSG00000116783	True	34	NIC	Known	2	1	ENST00000326637.7	33	ENSG00000259030	ENST00000370899.7	32	ENSG00000259030	48	46	97.05882352941175	94.11764705882352	68.75	69.56521739130434	yes	2.941176470588246	-0.815217391	74235400	74416873	chr1	+	1475	0	-41027	-37137	1475	0	41027	37137
42	39	ENSG00000259529.1	TALONT000466190	ENSG00000213928	True	18	ISM	Known	2	1	ENST00000557894.5	16	ENSG00000259529	ENST00000558468.1	16	ENSG00000259529	16	40	88.88888888888889	88.88888888888889	100.0	40.0	yes	0.0	60.0	24161272	24166565	chr14	+	-2	0	839	-10055	2	0	839	10055
43	42	ENSG00000259529.1	TALONT000466988	ENSG00000213928	True	16	NNC	Known	2	1	ENST00000396864.7	15	ENSG00000259529	ENST00000558468.1	15	ENSG00000259529	16	40	93.75	93.75	93.75	37.5	yes	0.0	56.25	24161337	24166565	chr14	+	-2	-21	839	-10120	2	21	839	10120
44	73	ENSG00000260899.1	TALONT000637494	ENSG00000156873	True	18	ISM	Known	2	1	ENST00000424889.7	17	ENSG00000260899	ENST00000483578.1	4	ENSG00000260899	20	8	94.44444444444444	22.22222222222222	85.0	50.0	yes	72.22222222222223	35.0	30748157	30757365	chr16	+	-2	112	-5986	-7491	2	112	5986	7491
45	75	ENSG00000260899.1	TALONT000637497	ENSG00000156873	True	16	ISM	Known	2	1	ENST00000563913.5	15	ENSG00000260899	ENST00000483578.1	4	ENSG00000260899	16	8	93.75	25.0	93.75	50.0	yes	68.75	43.75	30748259	30757365	chr16	+	-2	10	-5986	-7593	2	10	5986	7593
46	76	ENSG00000260899.1	TALONT000637508	ENSG00000156873	True	16	NIC	Known	2	1	ENST00000563913.5	15	ENSG00000260899	ENST00000483578.1	4	ENSG00000260899	16	8	93.75	25.0	93.75	50.0	yes	68.75	43.75	30748259	30757365	chr16	+	-2	10	-5986	-7593	2	10	5986	7593
47	77	ENSG00000260899.1	TALONT000637511	ENSG00000156873	True	16	ISM	Known	2	1	ENST00000563588.5	16	ENSG00000260899	ENST00000483578.1	4	ENSG00000260899	18	8	100.0	25.0	88.88888888888889	50.0	yes	75.0	38.888888888888886	30748259	30757365	chr16	+	-2	10	-5986	-7593	2	10	5986	7593
48	79	ENSG00000260899.1	TALONT000637792	ENSG00000156873	True	16	ISM	Known	2	1	ENST00000563588.5	15	ENSG00000260899	ENST00000483578.1	4	ENSG00000260899	18	8	93.75	25.0	83.33333333333334	50.0	yes	68.75	33.33333333333334	30748401	30757365	chr16	+	-2	0	-5986	-7735	2	0	5986	7735
49	80	ENSG00000260899.1	TALONT000638355	ENSG00000156873	True	16	ISM	Known	2	1	ENST00000563588.5	16	ENSG00000260899	ENST00000483578.1	2	ENSG00000260899	18	8	100.0	12.5	88.88888888888889	25.0	yes	87.5	63.888888888888886	30748550	30757365	chr16	+	-2	0	-5986	-7884	2	0	5986	7884
50	66	ENSG00000261832.6	TALONT000550296	ENSG00000188603	True	28	NIC	Known	2	1	ENST00000636147.1	28	ENSG00000261832	ENST00000636766.1	28	ENSG00000261832	30	32	100.0	100.0	93.33333333333331	87.5	yes	0.0	5.833333333333329	28477279	28492042	chr16	-	2	0	1	10450	2	0	1	10450
51	14	ENSG00000283761.1	TALONT000983329	ENSG00000156875	True	24	ISM	Known	2	1	ENST00000370152.7	22	ENSG00000283761	ENST00000638968.1	23	ENSG00000283761	22	38	91.66666666666666	95.83333333333334	100.0	60.526315789473685	yes	-4.166666667	39.47368421052632	100038096	100083321	chr1	+	58	0	-2	-68016	58	0	2	68016
52	15	ENSG00000283761.1	TALONT000983339	ENSG00000156875	True	20	NIC	Known	2	1	ENST00000370152.7	20	ENSG00000283761	ENST00000638792.1	19	ENSG00000283761	22	30	100.0	95.0	90.90909091	63.33333333333333	yes	5.0	27.575757575757574	100038096	100083321	chr1	+	58	0	-2	-68016	58	0	2	68016
53	18	ENSG00000283761.1	TALONT002452026	ENSG00000156875	True	22	ISM	Known	2	1	ENST00000370152.7	21	ENSG00000283761	ENST00000639037.1	21	ENSG00000283761	22	32	95.45454545454544	95.45454545454544	95.45454545454544	65.625	yes	0.0	29.829545454545453	100047139	100083321	chr1	+	58	-9043	-2	-77059	58	9043	2	77059
54	157	ENSG00000284431.1	TALONT000553908	ENSG00000239900	True	22	ISM	Known	2	1	ENST00000637669.1	22	ENSG00000284431	ENST00000639722.1	18	ENSG00000284431	28	60	100.0	81.81818181818183	78.57142857142857	30.0	yes	18.181818181818173	48.57142857142857	40349831	40366556	chr22	+	-2	-1193	43500	-3303	2	1193	43500	3303
55	129	ENSG00000284879.1	TALONT002262242	ENSG00000234231	True	24	ISM	Known	2	1	ENST00000427434.2	21	ENSG00000284879	ENST00000646855.1	23	ENSG00000284879	28	42	87.5	95.83333333333334	75.0	54.761904761904766	yes	-8.333333333	20.238095238095237	87707761	87739214	chr2	+	-1111	-6778	-2	-252274	1111	6778	2	252274
56	106	ENSG00000285589.1	TALONT000560145	ENSG00000095059	True	16	ISM	Known	2	1	ENST00000210060.11	15	ENSG00000285589	ENST00000648033.1	14	ENSG00000285589	16	26	93.75	87.5	93.75	53.84615384615385	yes	6.25	39.90384615384615	12675716	12681834	chr19	-	-6	0	2	7646	6	0	2	7646
57	110	ENSG00000285589.1	TALONT000560544	ENSG00000095059	True	16	NIC	Known	2	1	ENST00000210060.11	15	ENSG00000285589	ENST00000648033.1	15	ENSG00000285589	16	26	93.75	93.75	93.75	57.692307692307686	yes	0.0	36.05769230769232	12675716	12681834	chr19	-	-6	0	2	7646	6	0	2	7646
58	111	ENSG00000285589.1	TALONT000560879	ENSG00000095059	True	16	NIC	Known	2	1	ENST00000210060.11	15	ENSG00000285589	ENST00000648033.1	14	ENSG00000285589	16	26	93.75	87.5	93.75	53.84615384615385	yes	6.25	39.90384615384615	12675720	12681834	chr19	-	-6	0	2	7650	6	0	2	7650
59	112	ENSG00000285589.1	TALONT000560912	ENSG00000095059	True	14	NIC	Known	2	1	ENST00000210060.11	14	ENSG00000285589	ENST00000648033.1	14	ENSG00000285589	16	26	100.0	100.0	87.5	53.84615384615385	yes	0.0	33.65384615384615	12675720	12681834	chr19	-	-6	0	2	7650	6	0	2	7650
60	215	ENSG00000285602.1	TALONT001223369	ENSG00000130234	True	28	ISM	Known	2	1	ENST00000252519.7	28	ENSG00000285602	ENST00000649243.1	28	ENSG00000285602	34	38	100.0	100.0	82.35294117647058	73.68421052631578	yes	0.0	8.66873065	15561046	15600917	chrX	-	-99	11	-74693	0	99	11	74693	0
61	20	ENSG00000285932.1	TALONT000636819	ENSG00000014919	True	16	ISM	Known	2	1	ENST00000370483.9	15	ENSG00000285932	ENST00000649102.1	14	ENSG00000285932	16	24	93.75	87.5	93.75	58.333333333333336	yes	6.25	35.416666666666664	99694617	99732112	chr10	-	14	-17226	2	43023	14	17226	2	43023
62	124	ENSG00000064489.22	TALONT002277371	ENSG00000213999	True	10	ISM	Known	2	1	ENST00000424583.6	10	ENSG00000064489	ENST00000602804.5	10	ENSG00000064489	16	24	100.0	100.0	62.5	41.66666666666667		0.0	20.83333333333333	19145569	19147700	chr19	-	-22547	-1	-34649	0	22547	1	34649	0
63	125	ENSG00000064489.22	TALONT002800029	ENSG00000213999	True	14	NIC	Known	2	1	ENST00000410050.5	14	ENSG00000064489	ENST00000354191.8	13	ENSG00000064489	16	22	100.0	92.85714285714286	87.5	59.09090909090909		7.142857142857139	28.409090909090907	19145567	19170316	chr19	-	29	0	-12033	-1	29	0	12033	1
64	126	ENSG00000064489.22	TALONT004125006	ENSG00000213999	True	14	ISM	Known	2	1	ENST00000424583.6	14	ENSG00000064489	ENST00000602804.5	13	ENSG00000064489	16	24	100.0	92.85714285714286	87.5	54.16666666666666		7.142857142857139	33.333333333333336	19145567	19170289	chr19	-	2	0	-12060	-1	2	0	12060	1
65	175	ENSG00000112096.17	TALONT001118671	ENSG00000285441	True	10	NNC	Known	2	1	ENST00000546087.5	8	ENSG00000112096	ENST00000367055.8	9	ENSG00000112096	14	10	80.0	90.0	57.14285714285714	90.0		-10.0	-32.85714286	159569581	159693328	chr6	-	-69203	-109537	2	-99475	69203	109537	2	99475
66	176	ENSG00000112096.17	TALONT001118729	ENSG00000285441	True	4	ISM	Known	2	1	ENST00000546087.5	4	ENSG00000112096	ENST00000367054.6	4	ENSG00000112096	14	8	100.0	100.0	28.57142857142857	50.0		0.0	-21.42857143	159679063	159684904	chr6	-	-77627	-55	-3446	0	77627	55	3446	0
67	177	ENSG00000112096.17	TALONT001118733	ENSG00000285441	True	2	ISM	Known	2	1	ENST00000546087.5	2	ENSG00000112096	ENST00000337404.8	2	ENSG00000112096	14	6	100.0	100.0	14.285714285714285	33.33333333333333		0.0	-19.04761905	159679063	159685033	chr6	-	-77498	-55	-3317	0	77498	55	3317	0
68	178	ENSG00000112096.17	TALONT001118744	ENSG00000285441	True	6	ISM	Known	2	1	ENST00000546087.5	6	ENSG00000112096	ENST00000367055.8	6	ENSG00000112096	14	10	100.0	100.0	42.85714285714285	60.0		0.0	-17.14285714	159679115	159692857	chr6	-	-69674	-3	209	0	69674	3	209	0
69	179	ENSG00000112096.17	TALONT001118783	ENSG00000285441	True	8	NIC	Known	2	1	ENST00000546087.5	7	ENSG00000112096	ENST00000367055.8	7	ENSG00000112096	14	10	87.5	87.5	50.0	70.0	no	0.0	-20.0	159679115	159727353	chr6	-	-35178	-3	2	0	35178	3	2	0
70	180	ENSG00000112096.17	TALONT001118811	ENSG00000285441	True	2	ISM	Known	2	1	ENST00000546087.5	2	ENSG00000112096	ENST00000367055.8	2	ENSG00000112096	14	10	100.0	100.0	14.285714285714285	20.0	no	0.0	-5.714285714	159679115	159682482	chr6	-	-80049	-3	-5868	0	80049	3	5868	0
71	181	ENSG00000112096.17	TALONT001118835	ENSG00000285441	True	8	NIC	Known	2	1	ENST00000546087.5	6	ENSG00000112096	ENST00000538183.6	7	ENSG00000112096	14	8	75.0	87.5	42.85714285714285	87.5	no	-12.5	-44.64285714	159679115	159693328	chr6	-	-69203	-3	2	0	69203	3	2	0
72	182	ENSG00000112096.17	TALONT001118871	ENSG00000285441	True	8	NNC	Known	2	1	ENST00000546087.5	6	ENSG00000112096	ENST00000367055.8	7	ENSG00000112096	14	10	75.0	87.5	42.85714285714285	70.0		-12.5	-27.14285714	159679115	159693244	chr6	-	-69287	-3	2	0	69287	3	2	0
73	183	ENSG00000112096.17	TALONT001119318	ENSG00000285441	True	6	ISM	Known	2	1	ENST00000546087.5	5	ENSG00000112096	ENST00000538183.6	6	ENSG00000112096	14	8	83.33333333333334	100.0	35.714285714285715	75.0	no	-16.66666667	-39.28571429	159682609	159693278	chr6	-	-69253	3491	2	0	69253	3491	2	0
74	1	ENSG00000120948.17	TALONT000431066	ENSG00000277726	True	14	NIC	Known	2	1	ENST00000614757.4	14	ENSG00000120948	ENST00000639599.1	11	ENSG00000120948	18	14	100.0	78.57142857142857	77.77777777777779	78.57142857142857		21.42857142857143	-0.793650794	11012621	11025492	chr1	+	4940	40	-2	0	4940	40	2	0
75	2	ENSG00000120948.17	TALONT000431076	ENSG00000277726	True	12	ISM	Known	2	1	ENST00000614757.4	12	ENSG00000120948	ENST00000639599.1	11	ENSG00000120948	18	14	100.0	91.66666666666666	66.66666666666666	78.57142857142857		8.333333333333343	-11.9047619	11012621	11024184	chr1	+	6248	40	-1	0	6248	40	1	0
76	3	ENSG00000120948.17	TALONT000431147	ENSG00000277726	True	12	NIC	Known	2	1	ENST00000614757.4	11	ENSG00000120948	ENST00000629725.2	11	ENSG00000120948	18	12	91.66666666666666	91.66666666666666	61.11111111111112	91.66666666666666	no	0.0	-30.55555556	11012652	11024043	chr1	+	6389	9	-2	0	6389	9	2	0
77	4	ENSG00000120948.17	TALONT000431260	ENSG00000277726	True	12	NIC	Known	2	1	ENST00000614757.4	12	ENSG00000120948	ENST00000629725.2	10	ENSG00000120948	18	12	100.0	83.33333333333334	66.66666666666666	83.33333333333334		16.666666666666657	-16.66666667	11012652	11025492	chr1	+	4940	9	-2	0	4940	9	2	0
78	5	ENSG00000120948.17	TALONT000431429	ENSG00000277726	True	8	ISM	Known	2	1	ENST00000614757.4	8	ENSG00000120948	ENST00000649624.1	8	ENSG00000120948	18	10	100.0	100.0	44.44444444444444	80.0	no	0.0	-35.55555556	11012652	11024043	chr1	+	6389	9	-2	0	6389	9	2	0
