#feature_id	ENCFF166IXJ.sorted	ENCFF169CBQ.sorted	ENCFF708JUG.sorted
ENST00000320334.4	89.421777	124.945992	83.128704
ENST00000320567.5	61.294270	62.950328	51.565415
ENST00000321265.9	63.086860	60.960486	299.429745
ENST00000321358.11	624.136768	826.796721	683.433338
ENST00000321531.10	0.769352	0.000000	0.000000
ENST00000321556.4	32.312782	34.505936	84.573849
ENST00000321751.9	15.625538	27.328701	18.025999
ENST00000321792.5	21.157179	4.600791	23.812055
ENST00000322875.8	8.624435	11.881544	10.395194
ENST00000323699.8	33.082134	30.480243	38.865652
ENST00000323848.13	292.853819	127.591448	220.089073
ENST00000324048.9	7.116506	3.450594	4.926632
ENST00000324379.9	93.860938	168.503985	97.344774
ENST00000324856.12	73.088435	37.956529	40.234161
ENST00000324862.6	122.580846	78.213454	105.282126
ENST00000325722.7	93.784002	32.320560	49.058307
ENST00000326279.10	28.466022	34.505936	32.515771
ENST00000326729.9	1.538704	3.450594	2.189614
ENST00000326735.12	9.778463	7.683322	9.240172
ENST00000326786.4	0.000000	0.000000	0.547404
ENST00000326837.6	8.262840	6.119053	10.417090
ENST00000327044.6	553.071728	340.780619	424.763262
ENST00000327299.7	117.141528	22.773917	112.573541
ENST00000327300.11	758.104023	726.902037	642.345227
ENST00000327331.2	69.626351	63.640447	66.602591
ENST00000327535.5	10.770927	6.901187	8.758457
ENST00000327582.5	1.538704	2.300396	1.094807
ENST00000328089.10	6.924168	9.201583	10.948071
ENST00000328205.9	23.834523	16.332809	19.514937
ENST00000328703.11	51.546581	92.510413	68.261223
ENST00000329117.9	6.154816	1.150198	3.831825
ENST00000329151.5	0.769352	0.000000	0.547404
ENST00000329291.5	2.308056	1.150198	4.926632
ENST00000329421.7	3242.372237	3097.195261	2895.808598
ENST00000329608.10	3.846760	3.450594	2.189614
ENST00000330010.12	5.385464	2.300396	6.021439
ENST00000330263.4	40.775653	14.952572	61.309198
ENST00000330388.2	0.769352	1.150198	0.000000
ENST00000330947.6	5.131577	2.495929	10.980915
ENST00000331314.10	5.385464	14.952572	18.064317
ENST00000331830.6	0.769352	0.000000	1.642211
ENST00000331835.9	41.798891	42.361787	111.451364
ENST00000331872.10	0.000000	0.000000	248.263934
ENST00000332127.8	10.193913	10.593322	9.721887
ENST00000332947.5	10.770927	10.351781	7.116246
ENST00000333279.2	1.538704	1.150198	0.000000
ENST00000333868.9	29.235374	33.355738	21.896142
ENST00000334163.3	30.004726	11.501979	29.012388
ENST00000334351.7	296.585176	266.558352	270.417356
ENST00000334513.5	0.000000	2.300396	1.642211
ENST00000334634.8	0.769352	0.770633	0.547404
ENST00000334815.4	22.311206	10.351781	13.685089
ENST00000335514.9	110.786681	343.909157	117.144361
ENST00000336230.10	3.900614	3.335574	1.751691
ENST00000336294.9	11.694150	4.830831	7.663650
ENST00000336300.9	0.084629	1.403241	0.043792
ENST00000336454.4	18.464447	9.201583	13.685089
ENST00000336520.7	10.086204	24.982297	15.918495
ENST00000336689.7	123.365585	70.173571	93.715489
ENST00000336715.10	9.232223	10.351781	7.663650
ENST00000337132.9	116.072128	108.693697	115.595209
ENST00000337248.8	8.847547	12.652176	9.579562
ENST00000337335.5	0.769352	0.000000	0.000000
ENST00000337393.9	28.927633	9.914705	23.209911
ENST00000337495.9	1.884912	0.517589	0.968904
ENST00000338272.8	38.467597	47.158112	49.813723
ENST00000338338.9	173.858153	311.772629	198.849815
ENST00000338370.7	12.294244	17.321980	17.522388
ENST00000338513.1	0.769352	4.600791	0.547404
ENST00000338555.6	0.000000	2.300396	0.821105
ENST00000338591.7	9.232223	13.802374	10.948071
ENST00000338639.9	82.320658	159.060861	97.383092
ENST00000338660.5	8.593661	12.652176	5.654679
ENST00000338895.7	0.253886	3.071028	0.547404
ENST00000338920.8	30.774078	13.802374	28.738687
ENST00000339083.11	25.773290	29.330045	16.148405
ENST00000339255.2	6.154816	5.750989	3.831825
ENST00000339276.5	9.232223	5.750989	8.211053
ENST00000339438.10	507.610722	227.877198	658.630483
ENST00000339526.8	32.312782	23.003957	16.985932
ENST00000339950.4	10.770927	11.501979	57.751075
ENST00000339986.7	0.000000	1.150198	2.737018
ENST00000340020.10	42.952919	41.982222	95.521920
ENST00000340281.8	13.848335	8.051385	21.584122
ENST00000340305.9	8.462871	5.750989	9.305860
ENST00000340381.10	13.848335	3.588617	8.211053
ENST00000340385.5	260.810310	288.699660	390.588859
ENST00000340535.11	5.385464	8.051385	4.652930
ENST00000340684.10	0.769352	0.000000	0.000000
ENST00000340866.9	76.935195	107.543499	70.708117
ENST00000340934.9	20.549391	16.884904	15.907547
ENST00000340990.9	347.454727	369.696593	332.810413
ENST00000341071.11	1.538704	2.300396	1.094807
ENST00000341154.10	0.769352	1.150198	0.290124
ENST00000341298.3	4.616112	16.102770	4.926632
ENST00000341372.7	2.838909	2.518933	2.972401
ENST00000341426.9	96.607524	71.024717	90.031463
ENST00000341460.5	2.308056	0.000000	6.021439
ENST00000341485.9	8.224372	5.969527	6.984869
ENST00000341491.8	1.538704	4.600791	5.200334
ENST00000341524.5	1.215576	0.954664	1.094807
ENST00000341697.7	0.346208	1.069684	0.875846
ENST00000341832.10	5.385464	9.201583	16.860029
ENST00000341991.7	8.132050	5.463440	6.826122
ENST00000342115.8	91.614430	32.999176	52.610956
ENST00000342280.4	1.538704	0.000000	0.547404
ENST00000342505.4	58.062992	28.099333	42.900017
ENST00000342751.8	2.308056	13.227275	10.400668
ENST00000343043.7	14.617687	10.351781	11.533793
ENST00000343537.11	15.387039	9.201583	54.105367
ENST00000343776.9	7.947406	2.300396	5.172964
ENST00000343813.9	13.848335	9.201583	39.993304
ENST00000343815.10	72.165213	42.453803	53.470379
ENST00000343818.10	306.586751	264.131434	318.375382
ENST00000343846.7	0.000000	0.000000	1.822854
ENST00000343938.8	50.777229	48.308310	38.318249
ENST00000344008.5	3.846760	0.000000	0.547404
ENST00000344147.9	87.975395	83.412348	92.883435
ENST00000344517.4	26.927318	12.652176	26.822774
ENST00000344529.4	26.157966	54.059299	29.559792
ENST00000344548.7	15.002363	21.566210	17.582602
ENST00000344579.5	1.538704	4.025692	2.737018
ENST00000344843.11	79.243251	133.422951	87.037165
ENST00000344922.9	13.078983	0.000000	32.570512
ENST00000345664.10	0.769352	0.000000	0.000000
ENST00000346436.10	26.673432	5.750989	18.518662
ENST00000347088.9	2.761973	5.325416	0.443397
ENST00000347275.9	4.616112	9.339607	10.400668
ENST00000347615.6	26.611884	4.255732	24.824751
ENST00000347631.7	6.154816	8.051385	8.758457
ENST00000348159.8	20.003151	19.553363	13.137685
ENST00000348259.9	11.624908	8.304428	8.254846
ENST00000348549.9	8.462871	6.901187	5.474036
ENST00000349213.7	7.308844	3.795653	4.871892
ENST00000349431.10	56.932044	83.964443	44.399902
ENST00000350030.7	37.313569	28.179847	205.577405
ENST00000350592.7	80.528068	96.156540	71.589437
ENST00000351223.7	46.491938	70.024045	50.476082
ENST00000351829.8	8.670596	31.308385	10.236446
ENST00000351959.9	0.769352	0.000000	0.547404
ENST00000352171.11	375.597621	259.415623	306.540517
ENST00000352210.9	5.385464	11.570990	6.021439
ENST00000352527.5	8.139744	0.954664	4.926632
ENST00000352967.8	5.385464	8.051385	4.926632
ENST00000353126.8	0.769352	0.000000	0.000000
ENST00000354177.8	9.209143	9.316603	4.910210
ENST00000354267.3	1.538704	0.000000	0.547404
ENST00000354287.4	53.469960	117.124647	60.668736
ENST00000354473.4	0.769352	4.600791	2.873869
ENST00000354567.6	1.538704	1.150198	1.094807
ENST00000354618.9	243.222925	134.078563	176.970095
ENST00000354619.9	6.154816	6.901187	7.663650
ENST00000354700.9	34.159226	12.882216	17.215842
ENST00000354775.4	148.161798	135.056232	133.659526
ENST00000354777.6	0.769352	0.000000	0.000000
ENST00000354831.11	50.931099	31.676449	42.785062
ENST00000354848.5	71.965181	54.818430	61.303724
ENST00000354858.10	27.696670	74.187761	37.951488
ENST00000355014.6	2.854296	7.464784	3.990572
ENST00000355105.7	33.774551	19.748897	76.647446
ENST00000355356.3	2.692732	2.104862	17.883674
ENST00000355379.3	18.849123	13.319291	14.506194
ENST00000355387.6	26.927318	26.454551	26.138520
ENST00000355485.6	9.232223	2.300396	22.990949
ENST00000355498.6	18.464447	22.693404	12.727133
ENST00000355560.4	7.385779	14.250951	6.678323
ENST00000355826.9	4.831530	4.175218	2.474264
ENST00000355956.6	3.077408	4.600791	3.284421
ENST00000356090.8	105.739732	35.610125	66.717545
ENST00000356093.6	5.539334	0.966166	2.715122
ENST00000356205.8	546.955380	498.438238	456.052850
ENST00000356495.4	0.769352	0.000000	0.000000
ENST00000356511.6	1.538704	4.600791	1.094807
ENST00000356527.9	6.154816	11.501979	4.012468
ENST00000356545.6	0.769352	0.000000	0.547404
ENST00000356554.7	25.388614	3.450594	14.779896
ENST00000356575.8	2.308056	1.150198	1.642211
ENST00000356607.8	35.390190	42.557320	25.727967
ENST00000356634.7	901.965143	615.850435	677.619913
ENST00000356657.10	7.570423	11.064903	9.229224
ENST00000356689.7	0.000000	1.150198	0.547404
ENST00000356728.10	0.769352	0.000000	0.000000
ENST00000356876.7	4.616112	2.875495	3.284421
ENST00000357172.8	26.288756	24.924787	32.844213
ENST00000357182.8	13.078983	9.201583	10.581311
ENST00000357214.5	37.698245	23.003957	370.592207
ENST00000357235.5	18.656785	8.338934	9.212802
ENST00000357260.5	10.770927	4.600791	10.948071
ENST00000357325.9	572.567107	507.225750	516.081123
ENST00000357443.2	51.585048	23.003957	29.105447
ENST00000357658.4	0.000000	1.150198	0.000000
ENST00000357681.9	30.774078	14.952572	14.779896
ENST00000357692.6	1.154028	3.255060	3.651182
ENST00000357714.5	21.703418	22.808423	24.080282
ENST00000357992.8	27.696670	26.454551	25.180564
ENST00000358011.8	5.493173	5.095376	6.952025
ENST00000358024.7	2.308056	2.760475	1.040067
ENST00000358028.8	0.000000	1.150198	0.000000
ENST00000358170.6	1.777203	4.221226	2.676803
ENST00000358358.9	0.769352	3.450594	2.737018
ENST00000358432.7	52.315932	26.454551	30.107196
ENST00000358465.6	40.775653	29.905144	47.624109
ENST00000358527.6	1.538704	0.000000	1.094807
ENST00000358528.8	153.339537	110.729547	192.291921
ENST00000358576.4	2.308056	0.000000	1.642211
ENST00000358595.9	13.332869	7.671820	41.783313
ENST00000358823.6	22.311206	11.501979	18.611721
ENST00000358951.6	62.317508	24.154155	55.287759
ENST00000359060.5	1.538704	1.150198	1.642211
ENST00000359205.9	3.377455	2.794981	2.633011
ENST00000359208.6	0.000000	1.150198	0.000000
ENST00000359280.8	12.309631	11.501979	10.400668
ENST00000359326.8	0.769352	2.300396	0.771839
ENST00000359362.5	18.464447	11.501979	11.495475
ENST00000359470.5	0.000000	0.000000	4.379228
ENST00000359511.4	109.578798	42.396293	79.247613
ENST00000359523.6	3.846760	0.000000	50.634829
ENST00000359600.5	0.769352	2.300396	2.737018
ENST00000359856.10	0.000000	0.000000	31.749406
ENST00000359858.8	12.440421	5.555456	15.392988
ENST00000359875.9	0.769352	3.450594	0.000000
ENST00000359947.8	285.637298	57.061315	143.200770
ENST00000360001.10	162.794872	221.758146	179.942497
ENST00000360009.6	6.924168	4.140712	5.036113
ENST00000360066.6	21.826515	20.508028	11.424312
ENST00000360244.8	77.458354	68.183729	70.199032
ENST00000360403.6	16.925743	16.102770	45.981899
ENST00000360472.8	130.666735	81.318988	125.815233
ENST00000360506.6	3.715970	1.150198	4.231429
ENST00000360840.9	324.458797	360.472006	318.244005
ENST00000360851.3	3.077408	0.000000	1.915912
ENST00000361066.6	0.000000	2.300396	2.189614
ENST00000361084.9	10.001575	37.956529	15.327300
ENST00000361127.5	4.616112	8.051385	25.125823
ENST00000361140.8	32.512813	40.463960	33.085071
ENST00000361144.9	28.466022	18.403166	21.896142
ENST00000361157.10	0.000000	1.150198	2.189614
ENST00000361170.6	11.540279	13.802374	10.126966
ENST00000361200.6	0.769352	0.000000	0.547404
ENST00000361216.7	28.466022	18.403166	12.042878
ENST00000361217.8	94.068663	30.215698	55.468402
ENST00000361219.10	0.769352	0.000000	91.876213
ENST00000361221.7	2.146492	9.075061	1.401353
ENST00000361247.8	20.172408	13.963402	12.272788
ENST00000361293.9	0.815513	1.219210	0.717099
ENST00000361297.6	112.479255	31.170362	62.513486
ENST00000361311.4	87.867686	41.729178	45.434495
ENST00000361314.4	6.924168	16.102770	12.590282
ENST00000361322.2	0.000000	2.300396	1.642211
ENST00000361328.7	0.769352	0.000000	1.094807
ENST00000361346.5	40.229413	13.089252	30.917353
ENST00000361361.6	14.002205	8.971543	16.011554
ENST00000361392.9	0.769352	3.450594	0.000000
ENST00000361400.9	0.769352	0.575099	1.094807
ENST00000361427.5	1348.158499	1302.311516	1361.162732
ENST00000361445.8	135.067428	36.093209	68.523977
ENST00000361509.7	10.386251	3.738143	6.842544
ENST00000361521.8	167.972611	188.919997	163.580604
ENST00000361530.10	28.466022	35.656133	24.222607
ENST00000361531.6	9.232223	22.256328	12.179729
ENST00000361546.6	11.317167	2.771977	10.028433
ENST00000361547.6	21.011002	13.928896	6.344407
ENST00000361548.8	0.000000	2.300396	1.094807
ENST00000361556.9	8.909096	8.488460	12.387742
ENST00000361565.8	3.846760	1.311226	170.527155
ENST00000361580.6	6.154816	6.901187	10.400668
ENST00000361605.3	74.711768	90.992152	56.229293
ENST00000361640.4	0.769352	0.000000	0.000000
ENST00000361641.6	3.846760	2.300396	0.684254
ENST00000361720.9	41.545005	26.454551	27.096476
ENST00000361729.2	9.232223	3.450594	6.021439
ENST00000361735.3	55.547211	30.595263	66.958403
ENST00000361745.10	6.270218	7.062215	2.058237
ENST00000361771.7	44.622413	32.205540	13.290958
ENST00000361776.5	33.689922	9.259093	14.035427
ENST00000361813.5	351.593840	115.019785	263.848513
ENST00000361831.9	0.300047	1.644783	0.990800
ENST00000361833.6	4.616112	3.450594	2.189614
ENST00000361835.7	0.769352	1.150198	0.547404
ENST00000361872.8	6.924168	6.901187	0.640462
ENST00000361891.8	739.539560	790.473473	767.974343
